"doi","article_id","title","year","license_url","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date"
"10.1177/09567976251350965","09567976251350965","Polygenic Associations With Educational Attainment in East Versus West Germany: Differences Emerge After Reunification","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251350965.pdf","xml/psychsci_oa.09567976251350965.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251351022","09567976251351022","Terminal Increases in Depressive Symptoms in a Multinational Twin Consortium","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251351022.pdf","xml/psychsci_oa.09567976251351022.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251353753","09567976251353753","Gender Essentialism Leads to Biased Learning Opportunities That Shape Women’s Career Interests","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251353753.pdf","xml/psychsci_oa.09567976251353753.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251355594","09567976251355594","“Stop the Count!”—How Reporting Partial Election Results Fuels Beliefs in Election Fraud","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251355594.pdf","xml/psychsci_oa.09567976251355594.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251365900","09567976251365900","Assortative Mating Is a Natural Consequence of Heritable Variation in Preferences and Preferred Traits","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251365900.pdf","xml/psychsci_oa.09567976251365900.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251370262","09567976251370262","Pseudo Effects: How Method Biases Can Produce Spurious Findings About Close Relationships","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251370262.pdf","xml/psychsci_oa.09567976251370262.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251372130","09567976251372130","Sexual Identity Development Milestones, Latent Profiles, and Proximal Minority Stressors in Australia’s Generation Z","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251372130.pdf","xml/psychsci_oa.09567976251372130.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251384975","09567976251384975","Mapping the Ecology of Risk: 100 Risky Choices of Modern Life","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251384975.pdf","xml/psychsci_oa.09567976251384975.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251391172","09567976251391172","One Action, Two Reference Frames: Compound Cognitive Maps of Object Location","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251391172.pdf","xml/psychsci_oa.09567976251391172.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251392219","09567976251392219","Do the Effects of a Preschool Language Intervention Last in the Long Run? A 4-Year Follow-Up Study","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251392219.pdf","xml/psychsci_oa.09567976251392219.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251395074","09567976251395074","Representational Momentum Transcends Motion","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251395074.pdf","xml/psychsci_oa.09567976251395074.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251400338","09567976251400338","The 2008 Great Recession Lowered Americans’ Class Identity","2026","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251400338.pdf","xml/psychsci_oa.09567976251400338.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
